id,shares,Usage
3331,1500,Private
3332,550,Private
3333,702,Public
3334,822,Private
3335,855,Private
3336,1000,Private
3337,13900,Public
3338,15500,Private
3339,834,Private
3340,1500,Private
3341,1300,Public
3342,833,Private
3343,1300,Public
3344,723,Private
3345,3200,Public
3346,2100,Private
3347,1100,Private
3348,1200,Private
3349,8400,Private
3350,8400,Private
3351,11000,Private
3352,1600,Public
3353,7700,Private
3354,1700,Public
3355,898,Private
3356,3800,Private
3357,4200,Public
3358,1100,Public
3359,1800,Private
3360,5900,Public
3361,1000,Public
3362,1200,Public
3363,3500,Public
3364,659,Public
3365,1300,Public
3366,1700,Public
3367,1400,Private
3368,684,Private
3369,1400,Private
3370,824,Private
3371,902,Private
3372,1400,Public
3373,566,Public
3374,21100,Private
3375,3300,Public
3376,627,Public
3377,840,Public
3378,3400,Public
3379,878,Private
3380,6600,Public
3381,37800,Private
3382,1700,Public
3383,1500,Public
3384,797,Private
3385,933,Private
3386,2500,Public
3387,1700,Private
3388,2400,Private
3389,703,Public
3390,12500,Public
3391,1800,Private
3392,503,Private
3393,1300,Private
3394,372,Private
3395,837,Private
3396,605,Private
3397,1100,Private
3398,1300,Public
3399,1500,Public
3400,1300,Public
3401,1600,Private
3402,573,Public
3403,369,Private
3404,1100,Public
3405,908,Public
3406,1300,Private
3407,999,Public
3408,1300,Private
3409,1000,Public
3410,1400,Public
3411,1600,Private
3412,812,Public
3413,545,Public
3414,7400,Private
3415,6300,Public
3416,1500,Public
3417,569,Private
3418,15900,Private
3419,2700,Private
3420,24300,Private
3421,27100,Private
3422,2300,Private
3423,7900,Public
3424,616,Public
3425,6100,Private
3426,8900,Public
3427,3200,Private
3428,976,Public
3429,12600,Public
3430,2400,Public
3431,873,Private
3432,2400,Public
3433,2700,Public
3434,1500,Private
3435,1100,Public
3436,8100,Private
3437,15500,Private
3438,992,Public
3439,3100,Private
3440,1200,Private
3441,1500,Private
3442,1200,Private
3443,1200,Private
3444,1000,Private
3445,2300,Public
3446,1400,Public
3447,2600,Public
3448,2400,Private
3449,1000,Private
3450,1400,Private
3451,4400,Public
3452,580,Private
3453,910,Public
3454,6400,Public
3455,697,Private
3456,826,Private
3457,1700,Public
3458,1600,Public
3459,1100,Private
3460,3600,Public
3461,20000,Private
3462,1500,Public
3463,3200,Private
3464,760,Private
3465,675,Private
3466,873,Public
3467,1000,Public
3468,2100,Public
3469,979,Private
3470,1400,Public
3471,2400,Public
3472,912,Public
3473,1400,Public
3474,1200,Private
3475,1400,Public
3476,916,Private
3477,3500,Private
3478,2100,Private
3479,1400,Public
3480,896,Private
3481,1300,Private
3482,5000,Public
3483,979,Private
3484,1600,Private
3485,868,Public
3486,1600,Private
3487,775,Public
3488,664,Private
3489,1500,Private
3490,1000,Private
3491,3400,Public
3492,1600,Public
3493,878,Private
3494,1200,Private
3495,875,Public
3496,2200,Private
3497,2500,Private
3498,25900,Public
3499,53900,Private
3500,2200,Public
3501,15200,Private
3502,966,Public
3503,2000,Public
3504,1000,Private
3505,897,Private
3506,9900,Public
3507,1700,Public
3508,1000,Private
3509,1200,Public
3510,1800,Public
3511,846,Public
3512,4000,Private
3513,4300,Public
3514,707,Public
3515,6700,Public
3516,1200,Public
3517,2100,Public
3518,1100,Private
3519,729,Private
3520,1100,Private
3521,1300,Private
3522,587,Private
3523,1700,Public
3524,3100,Private
3525,12900,Public
3526,724,Public
3527,1400,Private
3528,996,Public
3529,6500,Public
3530,924,Private
3531,704,Private
3532,707,Private
3533,5100,Private
3534,38000,Private
3535,7400,Public
3536,2200,Public
3537,1400,Private
3538,2600,Private
3539,895,Private
3540,777,Private
3541,3300,Public
3542,2000,Public
3543,3600,Private
3544,3800,Private
3545,1100,Private
3546,2600,Private
3547,1100,Public
3548,1200,Private
3549,1600,Private
3550,1400,Private
3551,1300,Public
3552,1700,Private
3553,16700,Private
3554,3400,Public
3555,8200,Public
3556,2200,Private
3557,18300,Private
3558,1800,Public
3559,1100,Public
3560,537,Private
3561,1800,Public
3562,889,Public
3563,3300,Public
3564,684,Public
3565,957,Private
3566,936,Public
3567,693,Public
3568,535,Private
3569,1800,Private
3570,3100,Public
3571,2700,Public
3572,12600,Public
3573,1100,Private
3574,1100,Private
3575,2600,Private
3576,612,Public
3577,3400,Public
3578,1900,Private
3579,1700,Public
3580,3600,Public
3581,3200,Private
3582,707,Private
3583,1200,Public
3584,48100,Private
3585,812,Private
3586,859,Public
3587,650,Private
3588,1100,Public
3589,716,Public
3590,2900,Public
3591,57400,Private
3592,2700,Public
3593,1100,Public
3594,5700,Private
3595,803,Private
3596,9000,Private
3597,2300,Public
3598,425,Public
3599,457,Private
3600,3500,Public
3601,7600,Public
3602,822,Private
3603,896,Public
3604,1200,Private
3605,899,Public
3606,753,Private
3607,1900,Private
3608,776,Public
3609,952,Private
3610,959,Public
3611,762,Public
3612,1400,Public
3613,53200,Private
3614,1700,Public
3615,5900,Private
3616,1300,Public
3617,784,Private
3618,852,Public
3619,928,Private
3620,2700,Private
3621,1600,Private
3622,2200,Public
3623,747,Private
3624,2400,Private
3625,2200,Private
3626,1900,Public
3627,2800,Public
3628,1700,Public
3629,3700,Private
3630,1000,Public
3631,867,Private
3632,2000,Private
3633,8400,Public
3634,1200,Private
3635,1900,Private
3636,1600,Private
3637,1100,Public
3638,21500,Public
3639,6600,Public
3640,2600,Private
3641,10200,Public
3642,3800,Public
3643,868,Public
3644,1200,Public
3645,1500,Public
3646,859,Public
3647,1200,Private
3648,2900,Private
3649,1000,Public
3650,893,Private
3651,468,Private
3652,72100,Private
3653,1600,Private
3654,783,Private
3655,1000,Public
3656,724,Public
3657,672,Private
3658,590,Private
3659,4800,Public
3660,1300,Private
3661,1200,Public
3662,10000,Public
3663,3600,Private
3664,2400,Private
3665,1300,Public
3666,701,Public
3667,6900,Public
3668,631,Public
3669,14100,Private
3670,607,Public
3671,647,Public
3672,540,Private
3673,816,Public
3674,762,Private
3675,1200,Public
3676,679,Private
3677,1400,Private
3678,685,Public
3679,956,Public
3680,12900,Public
3681,740,Private
3682,840,Private
3683,1700,Public
3684,1200,Private
3685,883,Public
3686,1400,Public
3687,997,Public
3688,2300,Public
3689,845,Private
3690,1100,Public
3691,1100,Private
3692,1900,Public
3693,756,Public
3694,815,Public
3695,830,Private
3696,793,Public
3697,3000,Public
3698,3700,Private
3699,2200,Public
3700,806,Public
3701,2100,Private
3702,2600,Private
3703,1500,Public
3704,1600,Private
3705,2100,Public
3706,3000,Private
3707,9700,Private
3708,982,Private
3709,6200,Private
3710,3500,Public
3711,3000,Private
3712,1600,Private
3713,1200,Private
3714,1400,Public
3715,1100,Private
3716,1100,Public
3717,2900,Private
3718,6200,Private
3719,2300,Public
3720,725,Public
3721,49700,Public
3722,473,Public
3723,5400,Private
3724,856,Private
3725,1200,Private
3726,1800,Private
3727,986,Private
3728,587,Public
3729,981,Private
3730,825,Public
3731,733,Private
3732,1400,Private
3733,1700,Private
3734,841,Private
3735,700,Private
3736,1100,Private
3737,665,Private
3738,794,Public
3739,4400,Public
3740,1100,Public
3741,550,Private
3742,19100,Public
3743,1300,Private
3744,627,Public
3745,921,Private
3746,2000,Public
3747,4100,Private
3748,1000,Public
3749,501,Public
3750,1100,Public
3751,715,Public
3752,683,Private
3753,1500,Public
3754,1100,Private
3755,2500,Private
3756,1500,Public
3757,969,Private
3758,796,Public
3759,1300,Public
3760,633,Private
3761,3900,Public
3762,1300,Public
3763,1600,Public
3764,1200,Private
3765,597,Public
3766,3800,Public
3767,5900,Public
3768,955,Public
3769,3300,Private
3770,2400,Private
3771,2600,Private
3772,946,Public
3773,2700,Public
3774,664,Public
3775,6100,Public
3776,1400,Private
3777,1200,Public
3778,2000,Public
3779,1200,Private
3780,739,Private
3781,695,Private
3782,12300,Public
3783,2100,Public
3784,3700,Private
3785,2200,Private
3786,809,Private
3787,1300,Public
3788,975,Public
3789,1100,Private
3790,865,Public
3791,1700,Private
3792,1300,Private
3793,2000,Public
3794,771,Public
3795,1900,Private
3796,877,Public
3797,911,Private
3798,2200,Public
3799,820,Private
3800,954,Public
3801,842,Private
3802,6800,Public
3803,2700,Public
3804,3100,Private
3805,1700,Private
3806,863,Public
3807,1300,Private
3808,653,Private
3809,1400,Private
3810,2500,Private
3811,966,Public
3812,1500,Public
3813,26800,Private
3814,3700,Public
3815,11100,Public
3816,2700,Public
3817,1100,Public
3818,845,Public
3819,3000,Public
3820,2500,Private
3821,2100,Private
3822,1500,Private
3823,8700,Private
3824,2600,Public
3825,1100,Public
3826,1500,Public
3827,554,Public
3828,825,Private
3829,761,Private
3830,1500,Private
3831,1000,Public
3832,2600,Private
3833,1400,Private
3834,1500,Private
3835,9000,Public
3836,516,Public
3837,489,Public
3838,4100,Private
3839,1700,Public
3840,6900,Private
3841,714,Public
3842,1000,Private
3843,604,Private
3844,857,Public
3845,1200,Private
3846,506,Private
3847,4800,Public
3848,881,Private
3849,4400,Private
3850,716,Private
3851,717,Public
3852,15400,Private
3853,6500,Private
3854,1900,Public
3855,795,Public
3856,993,Public
3857,1600,Private
3858,2500,Private
3859,2200,Private
3860,10100,Private
3861,1500,Private
3862,894,Public
3863,1100,Public
3864,790,Private
3865,4400,Public
3866,1700,Public
3867,874,Private
3868,6000,Public
3869,1000,Public
3870,816,Public
3871,1200,Public
3872,720,Public
3873,625,Public
3874,1400,Public
3875,2000,Public
3876,786,Public
3877,11900,Public
3878,1200,Private
3879,1500,Public
3880,3200,Private
3881,1000,Private
3882,726,Private
3883,957,Public
3884,1300,Public
3885,4800,Private
3886,2900,Public
3887,1800,Public
3888,2000,Private
3889,1300,Private
3890,1800,Public
3891,2100,Private
3892,2000,Public
3893,2000,Private
3894,7200,Private
3895,852,Private
3896,2700,Public
3897,1700,Private
3898,867,Private
3899,1300,Public
3900,590,Private
3901,934,Public
3902,2300,Public
3903,1300,Private
3904,3900,Public
3905,7700,Private
3906,11700,Public
3907,635,Private
3908,7000,Private
3909,859,Public
3910,634,Public
3911,5900,Public
3912,3400,Private
3913,2300,Public
3914,1900,Private
3915,3000,Private
3916,1300,Public
3917,566,Public
3918,2100,Private
3919,1700,Private
3920,5200,Private
3921,2700,Public
3922,1100,Private
3923,1200,Private
3924,11300,Private
3925,1100,Private
3926,2500,Private
3927,2000,Private
3928,10300,Public
3929,724,Public
3930,2100,Public
3931,1100,Private
3932,3500,Public
3933,1800,Private
3934,543,Private
3935,693,Private
3936,1200,Private
3937,4100,Private
3938,10300,Private
3939,693,Public
3940,822,Public
3941,790,Public
3942,707,Private
3943,8500,Public
3944,2200,Private
3945,2600,Private
3946,1000,Private
3947,2700,Public
3948,2000,Public
3949,528,Public
3950,19500,Private
3951,810,Public
3952,1200,Private
3953,9800,Private
3954,1600,Private
3955,1600,Private
3956,1000,Private
3957,1400,Private
3958,1100,Private
3959,3700,Private
3960,2100,Private
3961,764,Public
3962,1500,Public
3963,1300,Private
3964,1200,Public
3965,5000,Public
3966,1500,Private
3967,1500,Private
3968,2300,Public
3969,9300,Public
3970,1100,Public
3971,15600,Public
3972,2600,Private
3973,8700,Public
3974,2900,Public
3975,7400,Public
3976,6900,Public
3977,3300,Private
3978,919,Private
3979,1400,Public
3980,1500,Public
3981,15500,Private
3982,1900,Public
3983,2200,Private
3984,2900,Public
3985,6200,Private
3986,10500,Private
3987,691,Public
3988,1100,Private
3989,3600,Public
3990,6600,Private
3991,11500,Public
3992,461,Public
3993,753,Private
3994,441000,Public
3995,4900,Private
3996,807,Public
3997,1300,Public
3998,1800,Public
3999,788,Private
4000,2500,Private
4001,699,Private
4002,439,Public
4003,2400,Private
4004,1600,Public
4005,804,Private
4006,574,Public
4007,1900,Public
4008,882,Private
4009,834,Private
4010,9300,Public
4011,906,Private
4012,2500,Private
4013,15300,Public
4014,1400,Public
4015,1100,Private
4016,1300,Public
4017,2700,Public
4018,33000,Public
4019,2000,Private
4020,1300,Public
4021,27600,Private
4022,778,Public
4023,2200,Private
4024,853,Private
4025,10100,Private
4026,1700,Public
4027,519,Public
4028,877,Public
4029,1400,Public
4030,2300,Private
4031,1900,Private
4032,2100,Private
4033,895,Public
4034,1500,Private
4035,2500,Private
4036,2000,Public
4037,910,Private
4038,8100,Public
4039,1100,Public
4040,1300,Private
4041,1600,Public
4042,4200,Public
4043,23700,Public
4044,1300,Public
4045,3400,Private
4046,1500,Private
4047,861,Public
4048,474,Public
4049,1100,Private
4050,128800,Private
4051,1100,Private
4052,17300,Private
4053,3200,Public
4054,3200,Public
4055,1100,Public
4056,1100,Public
4057,802,Public
4058,2000,Private
4059,1300,Private
4060,928,Public
4061,899,Private
4062,1200,Public
4063,1300,Private
4064,23200,Public
4065,3500,Private
4066,1000,Private
4067,739,Private
4068,674,Public
4069,1000,Private
4070,1400,Public
4071,1200,Public
4072,1100,Public
4073,2800,Private
4074,1600,Public
4075,580,Private
4076,1000,Private
4077,210,Public
4078,1000,Public
4079,905,Public
4080,1400,Public
4081,1300,Public
4082,1600,Private
4083,667,Public
4084,1000,Public
4085,735,Public
4086,2200,Private
4087,8300,Private
4088,1900,Private
4089,3700,Public
4090,510,Private
4091,549,Private
4092,1300,Private
4093,1400,Private
4094,2000,Public
4095,1000,Public
4096,1500,Private
4097,1100,Public
4098,4700,Private
4099,6200,Private
4100,1200,Public
4101,937,Private
4102,511,Private
4103,1600,Public
4104,1500,Public
4105,1100,Private
4106,4800,Private
4107,3000,Public
4108,3200,Public
4109,686,Private
4110,644,Private
4111,3100,Private
4112,4600,Private
4113,1800,Private
4114,10800,Public
4115,1600,Private
4116,780,Private
4117,2300,Private
4118,10600,Private
4119,21700,Private
4120,5200,Private
4121,2200,Public
4122,5800,Public
4123,1300,Public
4124,1200,Public
4125,1200,Public
4126,4800,Public
4127,674,Private
4128,2000,Public
4129,1100,Public
4130,2000,Public
4131,629,Public
4132,802,Private
4133,1500,Public
4134,550,Private
4135,1100,Private
4136,12800,Private
4137,1000,Private
4138,1600,Private
4139,1500,Private
4140,754,Private
4141,925,Public
4142,1900,Public
4143,563,Public
4144,12800,Public
4145,9200,Public
4146,791,Public
4147,2000,Private
4148,1800,Public
4149,3700,Private
4150,770,Public
4151,519,Private
4152,1400,Public
4153,589,Private
4154,962,Private
4155,16600,Private
4156,2100,Private
4157,961,Private
4158,900,Private
4159,502,Public
4160,4100,Private
4161,5500,Private
4162,2500,Public
4163,964,Private
4164,1500,Private
4165,472,Private
4166,947,Private
4167,758,Public
4168,562,Private
4169,2800,Private
4170,1300,Private
4171,2200,Private
4172,1200,Public
4173,791,Private
4174,1300,Public
4175,7600,Private
4176,1400,Public
4177,956,Public
4178,824,Public
4179,3500,Public
4180,1900,Public
4181,1100,Public
4182,83300,Public
4183,6200,Private
4184,1000,Private
4185,1500,Private
4186,7300,Private
4187,1000,Private
4188,2400,Public
4189,3000,Private
4190,846,Private
4191,937,Private
4192,4600,Public
4193,1400,Private
4194,1500,Public
4195,450,Public
4196,909,Public
4197,1200,Public
4198,2500,Public
4199,3000,Public
4200,568,Private
4201,2100,Private
4202,909,Public
4203,7000,Public
4204,780,Private
4205,4800,Public
4206,976,Private
4207,1300,Public
4208,7900,Public
4209,927,Private
4210,1000,Public
4211,1900,Public
4212,6200,Public
4213,1100,Private
4214,600,Private
4215,18300,Private
4216,3200,Public
4217,7400,Private
4218,2600,Public
4219,26200,Private
4220,517,Public
4221,1000,Private
4222,528,Private
4223,1300,Private
4224,4700,Public
4225,1700,Private
4226,1100,Public
4227,2700,Public
4228,1200,Private
4229,668,Private
4230,1100,Public
4231,990,Private
4232,804,Private
4233,1100,Public
4234,922,Public
4235,631,Private
4236,550,Private
4237,2700,Private
4238,1100,Private
4239,23500,Public
4240,765,Public
4241,797,Private
4242,3500,Private
4243,2700,Public
4244,450,Public
4245,705,Public
4246,6100,Private
4247,660,Public
4248,4600,Public
4249,7200,Public
4250,2600,Private
4251,973,Private
4252,942,Private
4253,1700,Public
4254,4000,Public
4255,628,Private
4256,746,Public
4257,4100,Private
4258,1400,Private
4259,1900,Public
4260,916,Public
4261,845,Public
4262,1500,Public
4263,1100,Private
4264,12800,Private
4265,893,Private
4266,1100,Private
4267,2000,Public
4268,5100,Public
4269,2000,Private
4270,1700,Public
4271,2500,Public
4272,4800,Public
4273,3500,Public
4274,776,Private
4275,2000,Private
4276,19200,Public
4277,10700,Public
4278,2700,Private
4279,6000,Public
4280,1300,Private
4281,5500,Public
4282,687,Public
4283,4400,Public
4284,555,Private
4285,599,Private
4286,960,Private
4287,706,Private
4288,976,Private
4289,4600,Private
4290,2900,Public
4291,1100,Private
4292,2300,Public
4293,2700,Public
4294,583,Public
4295,978,Private
4296,1600,Public
4297,44700,Private
4298,8000,Public
4299,510,Public
4300,990,Private
4301,1400,Public
4302,625,Public
4303,2200,Public
4304,931,Private
4305,1200,Private
4306,1500,Public
4307,3000,Public
4308,6300,Private
4309,9000,Private
4310,637,Public
4311,6500,Private
4312,990,Private
4313,718,Public
4314,1200,Private
4315,968,Private
4316,744,Private
4317,679,Public
4318,2200,Public
4319,602,Private
4320,374,Private
4321,5100,Public
4322,657,Public
4323,853,Public
4324,1100,Private
4325,2800,Public
4326,764,Public
4327,1500,Private
4328,617,Public
4329,664,Private
4330,2500,Private
4331,538,Public
4332,819,Private
4333,817,Private
4334,1700,Private
4335,1400,Private
4336,14700,Public
4337,1000,Public
4338,2600,Public
4339,1400,Public
4340,2300,Private
4341,3300,Private
4342,2400,Private
4343,2100,Public
4344,833,Private
4345,2300,Private
4346,111300,Private
4347,1400,Private
4348,935,Public
4349,4700,Public
4350,2000,Private
4351,1000,Public
4352,1100,Public
4353,1400,Public
4354,2700,Private
4355,1600,Public
4356,1100,Private
4357,1800,Public
4358,3200,Public
4359,8100,Public
4360,1300,Public
4361,1600,Public
4362,1000,Public
4363,14700,Private
4364,4700,Public
4365,912,Private
4366,1700,Public
4367,1600,Private
4368,3600,Public
4369,932,Public
4370,1200,Public
4371,710,Private
4372,1900,Private
4373,939,Private
4374,983,Public
4375,1300,Public
4376,669,Private
4377,1400,Private
4378,3400,Private
4379,4200,Private
4380,1700,Public
4381,806,Public
4382,808,Private
4383,767,Public
4384,3500,Public
4385,1900,Public
4386,434,Public
4387,875,Private
4388,1300,Private
4389,1500,Private
4390,1400,Private
4391,3300,Private
4392,1500,Public
4393,8200,Public
4394,4800,Public
4395,1800,Private
4396,1000,Public
4397,1000,Public
4398,1100,Public
4399,755,Public
4400,15000,Private
4401,1700,Private
4402,641,Public
4403,2100,Public
4404,669,Public
4405,969,Public
4406,902,Private
4407,16500,Public
4408,2300,Public
4409,8000,Private
4410,848,Public
4411,80800,Public
4412,495,Public
4413,860,Public
4414,496,Private
4415,1800,Private
4416,1700,Private
4417,731,Public
4418,1300,Private
4419,4600,Public
4420,388,Public
4421,3600,Public
4422,26900,Private
4423,1800,Public
4424,6000,Private
4425,418,Private
4426,1200,Public
4427,942,Public
4428,2200,Private
4429,2400,Private
4430,1300,Public
4431,4000,Public
4432,2400,Private
4433,743,Public
4434,2500,Public
4435,3200,Public
4436,10700,Public
4437,593,Private
4438,638,Private
4439,4500,Public
4440,1700,Public
4441,11500,Public
4442,3200,Private
4443,4600,Public
4444,4300,Private
4445,2000,Private
4446,6500,Public
4447,3000,Private
4448,1100,Public
4449,1400,Public
4450,2500,Public
4451,1700,Private
4452,1300,Private
4453,3500,Private
4454,9300,Public
4455,1800,Public
4456,4900,Private
4457,3400,Private
4458,1100,Private
4459,927,Private
4460,1200,Public
4461,4500,Public
4462,255,Public
4463,1400,Public
4464,1700,Public
4465,2900,Public
4466,5300,Private
4467,1300,Public
4468,983,Public
4469,1500,Public
4470,1000,Private
4471,1900,Private
4472,1100,Public
4473,1000,Private
4474,917,Public
4475,1400,Public
4476,2400,Public
4477,2100,Private
4478,6400,Private
4479,3800,Private
4480,10600,Public
4481,795,Public
4482,1300,Private
4483,1300,Private
4484,1400,Private
4485,1100,Public
4486,906,Private
4487,1600,Public
4488,2600,Private
4489,1200,Private
4490,1300,Private
4491,10700,Private
4492,8600,Private
4493,1000,Public
4494,7900,Public
4495,6500,Private
4496,3200,Public
4497,717,Private
4498,10800,Private
4499,1400,Public
4500,6100,Public
4501,3000,Private
4502,4700,Private
4503,5900,Private
4504,790,Public
4505,8500,Private
4506,899,Private
4507,7400,Public
4508,1700,Private
4509,4600,Private
4510,3100,Public
4511,2300,Private
4512,897,Private
4513,1400,Public
4514,502,Private
4515,1100,Public
4516,2200,Public
4517,24100,Public
4518,1600,Private
4519,50600,Private
4520,1200,Private
4521,2600,Public
4522,1100,Private
4523,7000,Public
4524,2100,Private
4525,591,Public
4526,1200,Public
4527,11500,Public
4528,3400,Public
4529,1300,Public
4530,1000,Private
4531,18800,Public
4532,1500,Private
4533,16400,Public
4534,2000,Public
4535,673,Public
4536,1000,Private
4537,1700,Public
4538,2500,Private
4539,7200,Public
4540,21300,Public
4541,3300,Public
4542,3300,Private
4543,4000,Private
4544,2100,Public
4545,1400,Private
4546,3700,Private
4547,25300,Private
4548,3600,Public
4549,1100,Private
4550,2200,Private
4551,779,Private
4552,30600,Private
4553,778,Public
4554,10500,Private
4555,2000,Public
4556,1000,Public
4557,5500,Public
4558,1500,Public
4559,1100,Public
4560,1400,Public
4561,789,Public
4562,384,Private
4563,474,Public
4564,757,Public
4565,830,Public
4566,8800,Private
4567,955,Public
4568,1300,Private
4569,1100,Public
4570,788,Public
4571,6800,Public
4572,1800,Private
4573,1300,Private
4574,1200,Public
4575,3400,Private
4576,2800,Private
4577,6000,Private
4578,1400,Public
4579,69300,Public
4580,646,Private
4581,852,Private
4582,954,Private
4583,12900,Private
4584,900,Private
4585,712,Public
4586,778,Public
4587,2500,Public
4588,1100,Private
4589,1500,Public
4590,601,Public
4591,1400,Public
4592,820,Private
4593,1200,Public
4594,444,Private
4595,604,Public
4596,766,Public
4597,916,Private
4598,872,Public
4599,531,Private
4600,1500,Public
4601,1400,Public
4602,498,Public
4603,1200,Private
4604,847,Public
4605,2200,Private
4606,4300,Private
4607,1500,Public
4608,983,Public
4609,2200,Public
4610,1000,Private
4611,1600,Private
4612,2900,Public
4613,908,Private
4614,6000,Public
4615,12200,Public
4616,3500,Public
4617,3400,Private
4618,817,Public
4619,696,Private
4620,1700,Public
4621,10000,Private
4622,618,Public
4623,997,Public
4624,722,Public
4625,1400,Public
4626,2700,Public
4627,9200,Private
4628,812,Private
4629,720,Public
4630,11800,Private
4631,18000,Public
4632,2300,Private
4633,18300,Private
4634,1100,Private
4635,841,Public
4636,5600,Public
4637,1200,Public
4638,1800,Private
4639,2100,Private
4640,1900,Public
4641,1300,Private
4642,5100,Public
4643,2200,Public
4644,872,Private
4645,1100,Public
4646,1200,Public
4647,951,Public
4648,1400,Public
4649,957,Public
4650,1200,Private
4651,706,Private
4652,4000,Private
4653,6200,Public
4654,888,Public
4655,1700,Private
4656,2300,Private
4657,595,Private
4658,25400,Public
4659,684,Public
4660,906,Private
4661,2000,Private
4662,2700,Private
4663,1600,Private
4664,310800,Private
4665,4500,Private
4666,620,Public
4667,5800,Public
4668,1000,Public
4669,89500,Private
4670,1500,Public
4671,3400,Public
4672,1000,Public
4673,4200,Public
4674,1900,Public
4675,896,Private
4676,2700,Private
4677,736,Private
4678,5700,Public
4679,5000,Public
4680,538,Public
4681,1000,Public
4682,2000,Public
4683,1900,Public
4684,2300,Public
4685,671,Private
4686,139500,Private
4687,744,Private
4688,719,Private
4689,4800,Public
4690,10400,Private
4691,2000,Public
4692,1800,Public
4693,40000,Public
4694,3000,Public
4695,1100,Private
4696,1100,Public
4697,1400,Public
4698,1800,Private
4699,1100,Public
4700,4200,Private
4701,100300,Private
4702,802,Public
4703,767,Private
4704,1500,Private
4705,832,Private
4706,895,Private
4707,1100,Public
4708,2900,Public
4709,2400,Public
4710,3600,Public
4711,5600,Public
4712,1800,Public
4713,1100,Private
4714,2200,Public
4715,4100,Public
4716,1200,Public
4717,8000,Public
4718,1400,Private
4719,3200,Public
4720,6200,Public
4721,1100,Public
4722,2200,Private
4723,2500,Public
4724,1400,Private
4725,2700,Public
4726,939,Private
4727,1100,Public
4728,2700,Public
4729,899,Public
4730,9700,Private
4731,3200,Private
4732,1400,Private
4733,1700,Private
4734,12500,Public
4735,863,Private
4736,2300,Public
4737,1500,Public
4738,1300,Private
4739,5300,Public
4740,4900,Public
4741,1000,Private
4742,766,Public
4743,4200,Private
4744,1400,Private
4745,1600,Public
4746,1500,Public
4747,1500,Private
4748,949,Private
4749,961,Public
4750,2200,Public
4751,817,Private
4752,1900,Public
4753,752,Public
4754,5700,Public
4755,830,Private
4756,2100,Private
4757,881,Public
4758,615,Public
4759,8400,Public
4760,1800,Private
4761,871,Public
4762,25500,Public
4763,2000,Private
4764,924,Private
4765,4300,Private
4766,2000,Private
4767,5600,Public
4768,835,Public
4769,1200,Public
4770,687,Public
4771,1300,Private
4772,877,Private
4773,616,Public
4774,2400,Private
4775,2900,Private
4776,1000,Public
4777,3100,Private
4778,1100,Public
4779,9900,Public
4780,1100,Public
4781,5900,Private
4782,892,Private
4783,1500,Private
4784,6300,Public
4785,6900,Private
4786,1100,Public
4787,557,Private
4788,860,Private
4789,1200,Private
4790,1400,Public
4791,968,Public
4792,525,Private
4793,821,Private
4794,6000,Public
4795,556,Private
4796,9900,Private
4797,1300,Private
4798,955,Private
4799,1100,Public
4800,23700,Private
4801,832,Private
4802,1800,Public
4803,681,Private
4804,2300,Public
4805,2700,Public
4806,2500,Private
4807,1700,Private
4808,809,Private
4809,954,Private
4810,797,Private
4811,4400,Private
4812,2100,Private
4813,10300,Private
4814,26300,Public
4815,2100,Public
4816,1200,Public
4817,3600,Private
4818,1300,Public
4819,970,Private
4820,1500,Private
4821,1000,Private
4822,847,Public
4823,967,Private
4824,1600,Public
4825,1200,Public
4826,2300,Public
4827,1100,Public
4828,1700,Public
4829,4400,Private
4830,1600,Private
4831,1600,Public
4832,878,Private
4833,2500,Public
4834,1000,Public
4835,4700,Public
4836,4900,Public
4837,978,Public
4838,6100,Public
4839,2000,Private
4840,1800,Private
4841,1100,Private
4842,2700,Private
4843,1100,Private
4844,12800,Public
4845,1700,Public
4846,875,Private
4847,886,Private
4848,842,Private
4849,893,Private
4850,6700,Public
4851,852,Public
4852,1000,Private
4853,1800,Public
4854,667,Private
4855,1300,Public
4856,1200,Public
4857,726,Public
4858,899,Private
4859,1000,Public
4860,8000,Public
4861,5400,Public
4862,10100,Public
4863,1200,Private
4864,838,Private
4865,639,Private
4866,1500,Private
4867,689,Public
4868,1900,Public
4869,1200,Public
4870,2000,Private
4871,860,Public
4872,875,Private
4873,1200,Private
4874,834,Private
4875,10900,Public
4876,1100,Private
4877,1500,Public
4878,6100,Private
4879,2400,Private
4880,1400,Public
4881,919,Public
4882,1100,Private
4883,629,Public
4884,2000,Private
4885,4600,Public
4886,2500,Private
4887,1100,Private
4888,696,Private
4889,11600,Public
4890,1100,Private
4891,1100,Private
4892,1700,Private
4893,5800,Private
4894,1700,Public
4895,3600,Private
4896,618,Private
4897,975,Private
4898,1100,Private
4899,2800,Private
4900,1800,Public
4901,1200,Private
4902,2700,Private
4903,1300,Private
4904,949,Private
4905,812,Private
4906,1200,Public
4907,1300,Private
4908,774,Private
4909,4000,Public
4910,11500,Public
4911,1100,Private
4912,4200,Private
4913,703,Public
4914,798,Private
4915,956,Public
4916,15200,Private
4917,1100,Private
4918,741,Private
4919,849,Private
4920,1500,Private
4921,4400,Public
4922,1000,Private
4923,11000,Private
4924,9100,Public
4925,4900,Private
4926,1600,Public
4927,1900,Public
4928,1200,Private
4929,1600,Public
4930,1400,Private
4931,1100,Public
4932,3400,Public
4933,2100,Private
4934,3100,Public
4935,21000,Private
4936,4200,Private
4937,759,Public
4938,19600,Private
